#Pose estimation of object wrt camera. X forward, Y left, Z up
#time in seconds since epoch,position(x), position(y), position(z), q_x, q_y, q_z, q_w 

1407270154.3599696159,0.000356066,0.00762848,0.366044,0.0337966,-0.0581028,-0.997687,0.0101422
1407270154.3937692642,0.000337158,0.00764021,0.366045,0.0339019,-0.0582383,-0.997675,0.0101421
1407270154.4394023418,0.000545474,0.00730802,0.366115,0.0328752,-0.0564745,-0.997811,0.0101435
1407270154.4863214493,0.000589753,0.0072313,0.366159,0.0326472,-0.0560169,-0.997843,0.0103139
1407270154.5211589336,0.000371951,0.00755975,0.366128,0.0336748,-0.0577801,-0.997708,0.0103125
1407270154.5571827888,0.000374324,0.00755524,0.366054,0.0337044,-0.0577629,-0.99771,0.0101425
1407270154.5868127346,0.000359235,0.00758043,0.36604,0.0338098,-0.0578983,-0.997698,0.0101424
1407270154.6274077892,0.000670162,0.00706952,0.366149,0.0322849,-0.0552436,-0.997896,0.0104846
1407270154.6755108833,0.000559167,0.00725013,0.366127,0.0328189,-0.0561136,-0.997833,0.0101437
1407270154.7211420536,0.000543236,0.00724674,0.366159,0.0328285,-0.056108,-0.997832,0.0103138
1407270154.7705676556,0.000327151,0.00757647,0.366133,0.0338591,-0.0578694,-0.997697,0.0103124
1407270154.8146607876,0.000247488,0.0077443,0.365938,0.0343744,-0.0587501,-0.997627,0.0103117
1407270154.8618607521,0.000445424,0.00740098,0.36611,0.0333438,-0.0569887,-0.997765,0.0103131
1407270154.8942959309,0.000503257,0.00732628,0.366118,0.0330862,-0.0565484,-0.997798,0.0103135
1407270154.9313645363,0.000275039,0.00766347,0.366106,0.0341168,-0.0583098,-0.997662,0.010312
1407270154.9706909657,0.000613769,0.00715294,0.366106,0.0325708,-0.0556675,-0.997865,0.0103141
1407270155.0101935863,0.000408112,0.00743379,0.366158,0.0334687,-0.0571127,-0.997753,0.010313
1407270155.0402715206,0.000450514,0.00737576,0.366124,0.0332967,-0.0568193,-0.997776,0.0103132
1407270155.0794906616,0.0004608,0.00737834,0.366098,0.0332967,-0.0568193,-0.997776,0.0103132
1407270155.1222176552,0.0004202,0.00743151,0.366079,0.0334687,-0.0571127,-0.997753,0.010313
1407270155.1540691853,0.00041931,0.00743643,0.366111,0.0334687,-0.0571127,-0.997753,0.010313
1407270155.1892650127,0.000447924,0.00737787,0.366108,0.0332967,-0.0568193,-0.997776,0.0103132
1407270155.2275519371,0.000491185,0.00732243,0.366107,0.0331247,-0.0565258,-0.997798,0.0103135
1407270155.2707798481,0.000386607,0.00748785,0.366096,0.0336602,-0.0573947,-0.997734,0.00997264
1407270155.2989263535,0.000408271,0.00743183,0.366106,0.0335076,-0.0570899,-0.997753,0.010313
1407270155.3201873302,0.000362897,0.00752035,0.36606,0.0337757,-0.0575241,-0.997721,0.0101426
1407270155.3457741737,0.000470539,0.00733827,0.366091,0.033259,-0.0566442,-0.997789,0.0101433
1407270155.3748352528,0.000462003,0.00734268,0.366139,0.0332687,-0.0566385,-0.997787,0.0103133
1407270155.4036402702,0.000570484,0.00717337,0.366167,0.0327518,-0.0557586,-0.997854,0.010314
1407270155.4335625172,0.000358044,0.00751667,0.36607,0.0337855,-0.0575184,-0.997719,0.0103126
1407270155.4846606255,0.000396569,0.0074529,0.366115,0.033623,-0.0572194,-0.997744,0.0101428
1407270155.5199434757,0.000439448,0.00736829,0.366097,0.0333935,-0.0567624,-0.997776,0.0103132
1407270155.5567975044,0.00030758,0.00759506,0.366037,0.0340834,-0.0579351,-0.997685,0.0103123
1407270155.6069760323,0.000524883,0.00725508,0.366089,0.0330485,-0.0561761,-0.99782,0.0103137
1407270155.6423077583,0.000508249,0.00728409,0.366093,0.0331348,-0.0563226,-0.997809,0.0103136
1407270155.6807613373,0.000469248,0.00734332,0.366091,0.0333073,-0.0566158,-0.997787,0.0103133
1407270155.7143976688,0.00038721,0.00744706,0.366109,0.0336522,-0.0572022,-0.997742,0.0103129
1407270155.7666347027,0.000440435,0.00739602,0.366033,0.0334797,-0.056909,-0.997765,0.0103131
1407270155.8153162003,0.000390715,0.00744516,0.366093,0.033662,-0.0571964,-0.997744,0.0101428
1407270155.8487107754,0.000597449,0.00711405,0.366172,0.0326268,-0.0554375,-0.997877,0.0101442
1407270155.8944256306,0.000488,0.00728615,0.366124,0.0331636,-0.0563057,-0.997808,0.0104836
1407270155.9467415810,0.000558499,0.00717394,0.366144,0.0328183,-0.0557195,-0.997852,0.0104841
1407270155.9906811714,0.000330307,0.00750216,0.366121,0.0339128,-0.0574434,-0.997721,0.0101426
1407270156.0318379402,0.000446836,0.0073276,0.366135,0.0333941,-0.0565647,-0.997789,0.0101433
1407270156.0740251541,0.000410941,0.00738727,0.366111,0.033567,-0.0568576,-0.997766,0.010143
1407270156.1117043495,0.000195968,0.00772682,0.366019,0.0346045,-0.0586149,-0.997629,0.0101416
1407270156.1645131111,0.000380262,0.00743059,0.366027,0.0337399,-0.0571505,-0.997744,0.0101428
1407270156.2056038380,0.000547268,0.0071548,0.366127,0.0328943,-0.0556747,-0.997852,0.0104841
1407270156.2468817234,0.000504146,0.00721716,0.366166,0.0330768,-0.0559619,-0.997832,0.0103138
1407270156.2916116714,0.00032784,0.00749213,0.366115,0.0339618,-0.0574145,-0.997723,0.00997253
1407270156.3135130405,0.000435268,0.00731377,0.366071,0.0335001,-0.056502,-0.997787,0.0103133
1407270156.3576190472,0.000387026,0.007373,0.366076,0.0336832,-0.0567888,-0.997766,0.010143
1407270156.4018824100,0.000385916,0.007367,0.366072,0.0337026,-0.0567773,-0.997766,0.010143
1407270156.4281840324,0.000345667,0.00741996,0.366103,0.0338762,-0.0570698,-0.997744,0.0101428
1407270156.4499464035,0.000530384,0.00714426,0.366083,0.033027,-0.055596,-0.997852,0.0104841
1407270156.4846975803,0.000264485,0.00745669,0.366099,0.0342256,-0.0572576,-0.997718,0.0104827
1407270156.5031123161,0.000562364,0.00701896,0.366177,0.0328294,-0.0549218,-0.997896,0.0104846
1407270156.5330007076,0.000270901,0.007462,0.366139,0.0342647,-0.0572342,-0.997724,0.00980247
1407270156.5527281761,0.000373013,0.00728124,0.3661,0.0337789,-0.0563357,-0.997785,0.0104834
1407270156.5762634277,0.000443038,0.00716575,0.366105,0.0334291,-0.0557522,-0.99783,0.0104839
1407270156.5986900330,0.000283328,0.00739527,0.366113,0.0341482,-0.0569075,-0.997744,0.0101428
1407270156.6450626850,0.000399666,0.00722009,0.366085,0.0336422,-0.056021,-0.997808,0.0104836
1407270156.6830570698,0.000277693,0.00739716,0.366141,0.034187,-0.0568842,-0.997744,0.0101428
1407270156.7204983234,0.000240167,0.00747431,0.366021,0.0344498,-0.0573215,-0.99771,0.0101425
1407270156.7589855194,0.000392464,0.00724853,0.366064,0.0337489,-0.0561553,-0.9978,0.0101434
1407270156.7965593338,0.000304029,0.00736197,0.366062,0.0341187,-0.0567268,-0.997752,0.010483
1407270156.8467233181,0.000318315,0.00733043,0.366085,0.0340503,-0.0565695,-0.997766,0.010143
1407270156.8828544617,0.000320158,0.00732884,0.366101,0.03406,-0.0565637,-0.997765,0.0103131
1407270156.9407815933,0.000171586,0.00754718,0.36605,0.0347815,-0.0577173,-0.997677,0.00997207
1407270156.9868180752,0.000275934,0.00737306,0.366047,0.0342742,-0.0568317,-0.997742,0.0103129
1407270157.0222609043,0.000486974,0.00704042,0.36616,0.0332202,-0.055084,-0.997876,0.0103143
1407270157.0599906445,0.000293446,0.00733002,0.366132,0.0340985,-0.0565404,-0.997765,0.0103131
1407270157.0902838707,0.000230305,0.00743598,0.366096,0.0344498,-0.0571229,-0.997719,0.0103126
1407270157.1239352226,0.000215042,0.00745394,0.366045,0.0345669,-0.0572509,-0.99771,0.0101425
1407270157.1733849049,0.000213706,0.00746268,0.366057,0.0345669,-0.0572509,-0.99771,0.0101425
1407270157.2153408527,0.000355308,0.00723037,0.366107,0.0338637,-0.0560862,-0.9978,0.0101434
1407270157.2527844906,0.000169939,0.00751667,0.366043,0.0347427,-0.0575421,-0.997687,0.0101422
1407270157.3010025024,0.000156969,0.00756663,0.365988,0.0349185,-0.0578332,-0.997664,0.010142
1407270157.3539624214,0.000131466,0.00759337,0.365981,0.0350064,-0.0579788,-0.997652,0.0101419
1407270157.3906691074,0.000243168,0.00742691,0.366001,0.034479,-0.0571053,-0.997721,0.0101426
1407270157.4241621494,9.48734e-05,0.00765793,0.365977,0.0351822,-0.0582699,-0.997629,0.0101416
1407270157.4689667225,0.000272567,0.00736462,0.366034,0.034342,-0.0567908,-0.997744,0.0101428
1407270157.5151255131,0.000478686,0.00703945,0.366134,0.0332859,-0.0550443,-0.997877,0.0101442
1407270157.5606431961,0.000408948,0.00712372,0.366178,0.0335783,-0.0554638,-0.997843,0.0103139
1407270157.5920341015,0.000183173,0.0074577,0.366114,0.0346352,-0.0572096,-0.997708,0.0103125
1407270157.6227426529,0.000347016,0.00722924,0.366102,0.0339306,-0.0560458,-0.997798,0.0103135
1407270157.6739072800,0.000352929,0.00723016,0.366081,0.0339306,-0.0560458,-0.997798,0.0103135
1407270157.7297096252,0.000338189,0.00722457,0.366113,0.0339401,-0.05604,-0.997796,0.0104835
1407270157.7596070766,0.000367275,0.00717341,0.366122,0.0337924,-0.0557317,-0.99782,0.0103137
1407270157.7976059914,0.000375226,0.00716828,0.366148,0.0337924,-0.0557317,-0.99782,0.0103137
1407270157.8327362537,0.000254327,0.00733292,0.366104,0.0343215,-0.0566043,-0.997753,0.010313
1407270157.8708488941,0.000380133,0.00717089,0.366105,0.0337924,-0.0557317,-0.99782,0.0103137
1407270157.9156186581,0.000290717,0.00730985,0.366061,0.0342333,-0.0564589,-0.997765,0.0103131
1407270157.9529113770,0.000172576,0.00747528,0.366053,0.0347819,-0.0573196,-0.9977,0.0099723
1407270157.9911854267,0.000279908,0.00730585,0.366052,0.0342718,-0.0564355,-0.997765,0.0103131
1407270158.0306622982,0.000487794,0.00696998,0.366177,0.0332124,-0.054691,-0.997898,0.0103145
1407270158.0694394112,0.000351083,0.00720155,0.366127,0.0339187,-0.0558541,-0.997809,0.0103136
1407270158.1081092358,0.000329723,0.00721848,0.366139,0.034007,-0.0559994,-0.997798,0.0103135
1407270158.1504328251,0.000439846,0.00705928,0.36615,0.0334773,-0.0551272,-0.997865,0.0103141
1407270158.1817913055,0.000399491,0.00711274,0.366158,0.0336539,-0.0554179,-0.997843,0.0103139
1407270158.2097764015,0.000353685,0.00719769,0.366096,0.0339187,-0.0558541,-0.997809,0.0103136
1407270158.2458059788,0.000409055,0.00710971,0.366136,0.0336539,-0.0554179,-0.997843,0.0103139
1407270158.2791509628,0.000440094,0.00705923,0.366148,0.0334773,-0.0551272,-0.997865,0.0103141
1407270158.3154592514,0.000134672,0.00750025,0.366081,0.0349093,-0.0574412,-0.997689,0.00997219
1407270158.3567519188,0.000362955,0.00715417,0.3661,0.0339063,-0.0556625,-0.99782,0.0103137
1407270158.3932127953,0.000248196,0.00732624,0.366024,0.0344372,-0.056534,-0.997753,0.010313
1407270158.4272325039,0.000350558,0.00715703,0.366125,0.0339063,-0.0556625,-0.99782,0.0103137
1407270158.4592914581,0.000271066,0.00727625,0.366116,0.0342603,-0.0562435,-0.997776,0.0103132
1407270158.5015549660,0.000455784,0.00698864,0.366144,0.0333941,-0.0547796,-0.997883,0.0106545
1407270158.5513949394,0.000330127,0.00715559,0.366138,0.0339822,-0.0556162,-0.99782,0.0103137
1407270158.5993678570,0.000283637,0.00723648,0.366135,0.0342482,-0.0560516,-0.997787,0.0103133
1407270158.6330978870,3.29749e-06,0.00766831,0.365985,0.0356669,-0.0583734,-0.997604,0.0103114
1407270158.6659085751,0.000362869,0.00711288,0.36607,0.0338935,-0.0554711,-0.997832,0.0103138
1407270158.7079167366,0.000210182,0.00734466,0.366036,0.0346415,-0.0566085,-0.997742,0.0103129
1407270158.7450923920,0.000320082,0.00717425,0.366067,0.0341089,-0.0557381,-0.997809,0.0103136
1407270158.7809839249,0.000210391,0.00734124,0.366043,0.0346415,-0.0566085,-0.997742,0.0103129
1407270158.8144574165,0.000391752,0.00705815,0.366117,0.0337538,-0.0551578,-0.997854,0.010314
1407270158.8489358425,0.000272546,0.00722793,0.366088,0.0342865,-0.0560283,-0.997787,0.0103133
1407270158.8889079094,0.000411664,0.00700845,0.366115,0.0335949,-0.0548562,-0.997872,0.0106544
1407270158.9259741306,0.000307337,0.00717357,0.366144,0.0341469,-0.0557148,-0.997809,0.0103136
1407270158.9587044716,0.0001897,0.00733838,0.366083,0.0346801,-0.0565849,-0.997742,0.0103129
1407270158.9975035191,0.000204559,0.00732982,0.366059,0.0346898,-0.056579,-0.997744,0.0101428
1407270159.0354819298,0.000305594,0.00716553,0.366132,0.0341564,-0.055709,-0.997811,0.0101435
1407270159.0663831234,0.00027876,0.00718953,0.366127,0.0342548,-0.0558482,-0.997798,0.0103135
